,doc number,location,sentence,country mentions,cities
5156,21,['New York'],New York: Cambridge University Press.,"OrderedDict([('US', 1)])",['New York']
5157,21,['Evans'],"Kelz, C., Evans, G. W., & Röderer, K. (2013).","OrderedDict([('US', 1)])",['Evans']
5161,21,['Bremen'],Bremen.,"OrderedDict([('DE', 1)])",['Bremen']
5177,21,['Hannover'],"Leider gibt es in Hannover nur vereinzelt überzeugende Beispiele, wo das professionell über Rankgerüste umgesetzt worden ist.","OrderedDict([('DE', 1)])",['Hannover']
5186,21,['Haftwurzeln'],"Für diese Begrünungssysteme werden nicht die für Fassadenbegrünungen sonst üblichen Kletterpflanzen verwendet, die im Boden vor dem Gebäude verwurzelt, die Wand mit Hilfe von Klettergerüsten oder Haftwurzeln emporklimmen.","OrderedDict([('SE', 1)])",['Boden']
5189,21,['Gießwasser'],Das Gießwasser durchfließt dabei den textilen Träger der Schwerkraft folgend von oben nach unten und wird im unteren Ende wieder aufgefangen.,"OrderedDict([('ID', 1)])",['Ende']
5194,21,['Chemnitz'],"Projektpartner sind die TU Berlin, Fachgebiet Vegetationstechnik und Pflanzenverwendung am Institut für Landschaftsarchitektur, das Sächsische Textilforschungsinstitut e.V. an der TU-Chemnitz (STFI) und die Firma Metallbau Wirth GmbH&Co aus Chemnitz.","OrderedDict([('DE', 3)])","['Berlin', 'Chemnitz', 'Chemnitz']"
5247,21,['Frankfurt am Main'],Frankfurt am Main beauftragte Ende 2012 auf Initiative der Fachvereinigung Bauwerksbegrünung,"OrderedDict([('ID', 1)])",['Ende']
5312,21,['Frankfurt am Main'],Frankfurt am Main sowie der Hochschule Geisenheim University.,"OrderedDict([('US', 1)])",['University']
5319,21,"['Musée du Quai Branly', 'Paris']","Messungen an einer wandgebundenen Begrünung des Musée du Quai Branly in Paris ergaben Temperatursenkungen von 1,3 bis 3,5 K [20].","OrderedDict([('US', 1)])",['Paris']
5345,21,"['Kassel', 'S.']","Kassel, S. 75","OrderedDict([('DE', 1)])",['Kassel']
5346,21,"['Cottbus', 'S.']","Cottbus, S. 27","OrderedDict([('DE', 1)])",['Cottbus']
5347,21,"['Bergisch Gladbach', 'S.']","Bergisch Gladbach, S. 47","OrderedDict([('DE', 1)])",['Bergisch Gladbach']
5350,21,"['Ditzingen', 'Feb.']","In: 11. Internationales FBB-Gründachsymposium 2013 in Ditzingen, Feb. 2013 [10] Kaiser, M. (2008)","OrderedDict([('DE', 1)])",['Ditzingen']
5351,21,"['Stuttgart', 'S. 38']","Stuttgart, S. 38, 49, 53 [","OrderedDict([('DE', 1)])",['Stuttgart']
5353,21,['Delft'],"Delft [20] Pfoser, N. (2012):","OrderedDict([('NL', 1)])",['Delft']
5354,21,['Amsterdam'],Amsterdam,"OrderedDict([('US', 1)])",['Amsterdam']
5357,21,"['Stuttgart', 'S. 19']","Stuttgart, S. 19, 27, 32,","OrderedDict([('DE', 1)])",['Stuttgart']
5360,21,"['Leitfaden', 'Berlin']","Gebäudebegrünung, Gebäudekühlung, Leitfaden für Planung, Bau, Betrieb und Wartung, Berlin;","OrderedDict([('DE', 1)])",['Berlin']
5367,21,"['EnEff', 'Stadt']","Über die Förderinitiative EnEff: Stadt, gefördert durch das Bundesministeriem für Wirtschaft und Technologie, wurde das Gebäude unter dem Schwerpunkt der Energieeffizienz der durchgeführten Maßnahmen durch die TU Berlin vertiefend evaluiert.","OrderedDict([('DE', 1)])",['Berlin']
5390,21,['Farne'],Viele Farne verlieren erst spät oder gar nicht ihre grünen Wedel.,"OrderedDict([('DE', 1)])",['Wedel']
5404,21,['Neubrandenburg'],"Im Rahmen des kurz vor dem Abschluss stehenden Forschungsprojektes zur Wandbegrünung (Köhler et al, in Vorbereitung), konnten dank der Unterstützung aus dem Zukunftsinitiative Bauwesen in den letzten zwei Jahren Erfahrungen mit sehr unterschiedlichen Varianten der Wandbegrünung gesammelt in einer Versuchsinstallation in Neubrandenburg gesammelt werden im Nachfolgenden einige Ergebnisse hieraus:","OrderedDict([('DE', 1)])",['Neubrandenburg']
5406,21,"['Japan', 'Chile', 'Deutschland']","Erste Ergebnisse aus Japan, Chile und Deutschland weisen auf das große Potential hin.","OrderedDict([('JP', 1), ('CL', 1)])",[]
5411,21,"['Wisteria', 'Neubrandenburg']","Beispiel einer Kletterhilfe für eine bodengebundene Begrünung (aus Köhler et al. 2012) sowie ein Beispiel mit Wisteria in Neubrandenburg.
 
 ","OrderedDict([('DE', 1)])",['Neubrandenburg']
5442,21,['Köln'],"Verlag, Köln, 250 S. Köhler, M., Nistor, C.R., Kaiser, D. (in Vorbereitung ­ Anfang 2015):","OrderedDict([('DE', 1)])",['Köln']
5459,21,['Hamburg'],"China www.vedag.com
 
 DE
 
 25494 Heist bei Hamburg
 
 www.sachsenband.de
 
 DE
 
 28832 Achim
 
 www.sky-garden.de
 
 DE
 
 49393 Lohne
 
 www.atka.de
 
 DE
 
 50126 Bergheim
 
 www.flordepot.de
 
 DE
 
 54439 Saarburg
 
 www.atelier-arttech.com
 
 DE
 
 58313 Herdecke
 
 www.doerken.de
 
 ","OrderedDict([('DE', 5), ('CN', 1)])","['Hamburg', 'Achim', 'Lohne', 'Bergheim', 'Herdecke']"
5460,21,['Stuttgart'],"66130 Saarbrücken
 
 www.6-f-g.de
 
 DE
 
 70499 Stuttgart
 
 www.bauder.de
 
 ","OrderedDict([('DE', 1)])",['Stuttgart']
5463,21,['Wuppertal'],"DE
 
 42111 Wuppertal
 
 DE
 
 45133 Essen
 
 DE
 
 66119 Saarbrücken
 
 DE
 
 70567 Stuttgart
 
 DE
 
 71254 Ditzingen
 
 www.igg.uni-hannover.de
 
 ","OrderedDict([('DE', 4)])","['Wuppertal', 'Essen', 'Stuttgart', 'Ditzingen']"
5467,21,"['Berlin', 'Emmerich', 'Kornwestheim', 'Krauchenwies', 'Ostfildern', 'Sulzbach-Kaufen\n ']","10555 Berlin 46446 Emmerich 53894 Mechernich
 70806 Kornwestheim 72505 Krauchenwies 73079 Süßen 73760 Ostfildern 74429 Sulzbach-Kaufen
 ","OrderedDict([('DE', 5)])","['Berlin', 'Emmerich', 'Mechernich', 'Kornwestheim', 'Ostfildern']"
5468,21,"['Kirchzarten', 'Wiener Neudorf', 'La Rochelle']","79199 Kirchzarten 2351 Wiener Neudorf 7000 La Rochelle 34000 Montpellier 1607 MV HEM 4260 Bled
 
 www.aco-hochbau.de www.monsunrinne.de
 ","OrderedDict([('FR', 2)])","['La Rochelle', 'Montpellier']"
5469,21,"['Berlin', 'Neubrandenburg']","www.greenwalls.si
 
 10115 Berlin 17033 Neubrandenburg","OrderedDict([('DE', 2)])","['Berlin', 'Neubrandenburg']"
5470,21,"['Geisenheim am Rhein', 'Stuttgart']","65368 Geisenheim am Rhein 70174 Stuttgart
 
 ","OrderedDict([('DE', 1)])",['Stuttgart']
5471,21,"['Hösbach', 'Groß Ippener', 'Groß Ippener', 'Frechen']","www.iasp.asp-berlin.de www.gruendach-mv.de www.fbg.fh-wiesbaden.de www.baubotanik.org
 
 73730 Esslingen
 
 www.scapetime.de
 
 63768 Hösbach
 
 www.ild-group.com
 
 88400 Biberach
 
 www.liebherr.com
 
 27243 Groß Ippener 27243 Groß Ippener 50226 Frechen 72574","OrderedDict([('DE', 2)])","['Esslingen', 'Frechen']"
5472,21,"['Bad Urach-Hengen', 'Lahr 88633 Heiligenberg-Steigen']","Bad Urach-Hengen 77933 Lahr 88633 Heiligenberg-Steigen
 
 www.xeroflor.de www.xeroflor.com www.","OrderedDict([('DE', 1)])",['Lahr']
5473,21,"['Berlin', 'Berlin']","www.isatis.de www.umv-gmbh.de www.bambuswald.de
 
 10115 Berlin 13053 Berlin","OrderedDict([('DE', 2)])","['Berlin', 'Berlin']"
5474,21,"['Bad Pyrmont', 'Ladbergen', 'Essen', 'Frankfurt 64285', 'Darmstadt', 'Prag']",31812 Bad Pyrmont 49549 Ladbergen 45133 Essen 60437 Frankfurt 64285 Darmstadt 16900 Prag,"OrderedDict([('DE', 3)])","['Bad Pyrmont', 'Essen', 'Darmstadt']"
5476,21,"['Berlin', 'Berlin']","10247 Berlin
 
 DE
 
 10439 Berlin
 
 DE
 
 10967 Berlin
 
 DE
 
 13355 Berlin
 
 DE
 
 56112 Lahnstein
 
 NL
 
 5251 XH Vlijmen
 
 Presse Schnabl, Louis
 Rechtsberatung Bußmann & Feckler","OrderedDict([('DE', 5)])","['Berlin', 'Berlin', 'Berlin', 'Berlin', 'Lahnstein']"
5477,21,"['Stadt', 'Stuttgart']",Stadt Landeshauptstadt Stuttgart,"OrderedDict([('DE', 1)])",['Stuttgart']
5480,21,['Köln'],"50996 Köln
 
 www.bussmann-feckler.de
 
 ","OrderedDict([('DE', 1)])",['Köln']
5481,21,"['Bad Pyrmont\n \n ', 'Geisenheim am Rhein']","DE
 
 31812 Bad Pyrmont
 
 www.gruendachexperte-krupka.de
 
 DE
 
 65368 Geisenheim am Rhein www.fbg.fh-wiesbaden.de
 
 DE
 
 70192 Stuttgart
 
 DE
 
 71254 Ditzingen
 
 www.stuttgart.de www.ditzingen.de
 
 ","OrderedDict([('DE', 3)])","['Bad Pyrmont', 'Stuttgart', 'Ditzingen']"
5482,21,['Dormagen'],"Forst-Humus GmbH Skyland USA, LLC
 
 DE DE DE DE DE DE DE USA
 
 41542 Dormagen","OrderedDict([('DE', 1)])",['Dormagen']
5483,21,"['Dattenberg', 'Kretz-Andernach', 'Kempenich', 'Korntal', 'Nürtingen', 'PA']",53547 Dattenberg 56630 Kretz-Andernach 56746 Kempenich 70825 Korntal 72622 Nürtingen 76359 Marxzell-Pfaffenrot PA,"OrderedDict([('DE', 1)])",['Korntal']
5484,21,"['Darmstadt', '\n ']","64295 Darmstadt
 ","OrderedDict([('DE', 1)])",['Darmstadt']
5485,21,"['Wien', 'Uetendorf', 'Amsterdam']","1045 Wien 3661 Uetendorf 1016 Amsterdam
 
 ","OrderedDict([('US', 1)])",['Amsterdam']
5492,21,['\n Prof. Dr.'],"Am Staudengarten 14 85354 Freising
 Prof. Dr. Manfred Köhler","OrderedDict([('DE', 1)])",['Freising']
5503,22,"['Stuttgart', 'Gebäudegrün']","Fritz Hämmerle und Dr. Gunter Mann
 
 5
 
 FBB-Gründach des Jahres 201552
 
 6
 
 FBB-Mitglieder stellen vor: Produkte und Systeme66
 
 7
 
 8. Fassadenbegrünungssymposium 2015 in Stuttgart
 
 73
 
 Bundesweite Strategie Gebäudegrün.","OrderedDict([('DE', 1)])",['Stuttgart']
5509,22,"['Peter-Lamar-Platz', 'Dillingen/Saar', 'Dipl.-Ing.']","Der Peter-Lamar-Platz in Dillingen/Saar
 
 110
 
 
 
 Dipl.-Ing. FH Susanne Becker-Langenbahn
 
 ,,Vertikal Gärtnern"" - was in kleinem Rahmen möglich ist
 
 114
 
 Katharina Adams
 
 8
 
 Fachvereinigung Bauwerksbegrünung","OrderedDict([('DE', 1)])",['Dillingen']
5512,22,"['Ditzingen', 'Stuttgart']",Unser größter Dank gilt wieder den Referenten des 13. FBB-Gründachsymposiums in Ditzingen und des 8. FBB-Fassadenbegrünungssymposiums in Stuttgart mit ihren interessanten Vorträgen!,"OrderedDict([('DE', 2)])","['Ditzingen', 'Stuttgart']"
5513,22,['Ditzingen'],13. FBB-Gründachsymposium 2015 in Ditzingen,"OrderedDict([('DE', 1)])",['Ditzingen']
5514,22,"['Ditzingen', 'Stuttgart']",Die ganztägige Veranstaltung findet stets in Ditzingen bei Stuttgart statt.,"OrderedDict([('DE', 2)])","['Ditzingen', 'Stuttgart']"
5527,22,"['Rheintal', 'Region Stuttgart', 'Gebieten']",Wie das Rheintal gehört die Region Stuttgart bedingt durch die Lage und das Relief zu den stärker betroffenen Gebieten.,"OrderedDict([('DE', 1)])",['Lage']
5534,22,"['Land-Seewind', 'Stuttgart']","An vielen Orten haben lokale Windsysteme (Berg-Talwind, Land-Seewind, Flurwind), die sich aufgrund der Oberflächenstruktur und des Reliefs einstellen können eine besondere Bedeutung für die Stadtplanung, wie z.B. in Stuttgart mit seiner Kessellage.","OrderedDict([('DE', 1)])",['Stuttgart']
5562,22,['Braunschweig'],"Friedrich Vieweg &Sohn, Braunschweig.","OrderedDict([('DE', 1)])",['Braunschweig']
5564,22,['Stuttgart'],"Klimatologie, Stuttgart: Verlag Ulmer","OrderedDict([('DE', 1)])",['Stuttgart']
5567,22,['Stadt Hamburg'],"Die Stadt Hamburg hat im April 2014 ihre eigene ,,Gründach-Strategie"" veröffentlicht, wodurch u.a. die Entlastung der Siele im innerstädtischen Bereich gewährleistet werden sollte.","OrderedDict([('DE', 1)])",['Hamburg']
5588,22,"['`', 'Deutschland', 'Offenbach am Main', 'G.', 'Rulli', 'M.C.', 'Rosso']","Abflussspenden und Wasserrückhaltung im Vergleich mit Kiesdächern`, Veitshöchheimer Berichte, 131,85-90 · Kolb, W., 2009b, `Abflussverhältnisse extensiv begrünter Flachdächer Teil II: Wirkung des Sättigungsgrades der Vegetationsschicht auf Abflussspenden und Wasserrückhaltung', Veitshöchheimer Berichte, 131, 91-96 · Kolb, W., 2009c, `Entlastung von Kanal-Abflussbauwerken durch Gründächer', Veitshöchheimer Berichte, 131, 101-106 · Kolb, W., 2009d, `Einfluss der Oberflächenneigung auf die Abflussverhältnisse von Gründächern', Veitshöchheimer Berichte, 131, 107-112 · Kolb, W., 2009e, `Einfluss der Substrate auf die Abflussverhältnisse von geneigten Gründächern', Veitshöchheimer Berichte, 131, 113-118 · Kolb, W., 2009f, `Abflussverhältnisse von Gründächern', Veitshöchheimer Berichte, 131, 129-134 · KOSTRA-DWD-2000, 2005, `Starkniederschlagshöhen für Deutschland (1951 - 2000)`, Redaktion: Gabriele Malitz, Offenbach am Main, Deutscher Wetterdienst Hydrometeorologie · Lamera, C., Becciu, G., Rulli, M.C., Rosso, R., 2014, `Green roofs effects on the urban water cycle components`, Procedia Engineering, 70, 988-997 · Liesecke, H.-J., 1998b, `Das Retentionsvermögen von Dachbegrünungen.","OrderedDict([('DE', 1), ('MR', 1), ('US', 1)])","['Offenbach', 'Rosso', 'Green']"
5600,22,"['Herrenhausen', 'Abflussmessstrecke']",Die Untersuchungen wurden in einem Gewächshaus auf dem Gelände der Leibniz Universität Hannover am Standort Herrenhausen an einer 20 m langen Abflussmessstrecke durchgeführt.,"OrderedDict([('DE', 1)])",['Hannover']
5605,22,['Halle'],Wind- und regengeschützte Halle zum Aufstellen der Versucseinrichtung;,"OrderedDict([('DE', 1)])",['Halle']
5667,22,"['Fotovoltaikanlagen Breitezentrum', 'Basel', 'Hallenbaddach', 'Muttenz']",Fotovoltaikanlagen Breitezentrum in Basel und Hallenbaddach in Muttenz:,"OrderedDict([('CH', 2)])","['Basel', 'Muttenz']"
5671,22,"['Basel', 'Schweiz']",Auf 15 begrünten Dächer in Basel (Schweiz) ­ wovon 4 mit einer Kombination Solar-Gründach ausgestattet waren ­ wurde die Biodiversität vergleichend erfasst.,"OrderedDict([('CH', 1)])",['Basel']
5673,22,"['Basel', 'Flächenbereiche']","Auf einem der untersuchten Dächer (Messehalle 1 in Basel) konnten auf der gleichen Fläche begrünte Bereiche mit Solaranlagen, dünnschichtige Flächenbereiche (7-8 cm) und naturnah-vielfältig eingerichtete Bereiche miteinander verglichen werden.","OrderedDict([('CH', 1)])",['Basel']
5679,22,['Basel'],Untersuchungsflächen auf dem Dach der Messehalle 1 in Basel.,"OrderedDict([('CH', 1)])",['Basel']
5682,22,['Holzkirchen\n '],"Bild 1: Ansicht der Gründachversuchsflächen auf dem Freilandversuchsgelände des Fraunhofer IBP in Holzkirchen
 ","OrderedDict([('DE', 1)])",['Holzkirchen']
5683,22,"['Holzkirchen', 'Leipzig', 'Wien', 'Kassel']","Für das allgemeine Berechnungsmodell wurde auf Freilandversuche in Holzkirchen, Leipzig, Wien und Kassel zurückgegriffen.","OrderedDict([('DE', 3)])","['Holzkirchen', 'Leipzig', 'Kassel']"
5685,22,['Holzkirchen'],"Im Rahmen der neuen Freilandversuche in Holzkirchen wurde das allgemeine Modell weiter verfeinert, um produktspezifische Unterschiede der Substrat- und Begrünungstypen zu erfassen und zu überprüfen und auch den Einfluss der atmosphärischen Gegenstrahlung direkt mit zu berechnen.","OrderedDict([('DE', 1)])",['Holzkirchen']
5695,22,['Bauteilen'],"Verfahren zur ein- und zweidimensionalen Berechnung des gekoppelten Wärme- und Feuchtetransports in Bauteilen mit einfachen Kennwerten, Dissertation Universität Stuttgart 1994 Hinweis: www.wufi.de
 
 34
 
 ","OrderedDict([('DE', 1)])",['Stuttgart']
5697,22,['Hamburg'],Als erste deutsche Großstadt hat Hamburg eine umfassende Gründachstrategie entwickelt.,"OrderedDict([('DE', 1)])",['Hamburg']
5701,22,['Hamburg'],Hamburg fühlte sich bisher vom Klimawandel nicht so betroffen.,"OrderedDict([('DE', 1)])",['Hamburg']
5702,22,['Stuttgart'],Hitzetage wie z.B. in Stuttgart gab es auf Grund der geografischen Lage nur Wenige.,"OrderedDict([('DE', 2)])","['Stuttgart', 'Lage']"
5703,22,['Hamburg'],Mit der Stadtklimaanalyse liegt nun erstmalig ein flächendeckendes Bild der stadtklimatischen Situation für Hamburg vor.,"OrderedDict([('DE', 1)])",['Hamburg']
5704,22,['Hamburg'],Die Analyse umfasst die Bewertung der heutigen Klimasituation in Hamburg sowie die voraussichtlichen Veränderung bis zum Jahr 2050.,"OrderedDict([('DE', 1)])",['Hamburg']
5705,22,['Hamburg'],"Aus der Analyse wurde deutlich, dass auch Hamburg mit zunehmenden Hitzetagen rechnen muss.
 ","OrderedDict([('DE', 1)])",['Hamburg']
5708,22,['Hamburg'],Die Vision für Hamburg:,"OrderedDict([('DE', 1)])",['Hamburg']
5710,22,"['Dachbegrünungen', 'Hamburg']","Das Erscheinen des Leitfadens ,,Dachbegrünung für Kommunen"" 2011 und die o.g. Rahmenbedingungen waren der Anlass für die Abteilung Landschaftsplanung und Stadtgrün der BSU die Diskussion über die Vorteile von Dachbegrünungen wieder offensiv aufzunehmen und eine Gründachstrategie für Hamburg vorzuschlagen.","OrderedDict([('DE', 1)])",['Hamburg']
5712,22,['Hamburg'],"Der erste Bürgermeister verkündete erstmals öffentlich auf dem IGRA-Kongress in vom 13. - 15. Mai 2013, das Hamburg eine Gründachstrategie machen wird.","OrderedDict([('DE', 1)])",['Hamburg']
5731,22,['Schutzgut Boden'],"Nach dem landesweit geltenden MUNF/IM Erlass zur Eingriffsregelung vom 9.12.2013 und der Bilanzierungsmethode der LH Kiel 2012 , kann der Ausgleichsflächenbedarf für das Schutzgut Boden durch die Anrechnung - der Hälfte der Flächen begrünter Dächer reduziert werden"".
 
 ","OrderedDict([('DE', 1)])",['Kiel']
5735,22,['Schutzgut Boden'],Das Schutzgut Boden in der naturschutzrechtlichen Eingriffsregelung.,"OrderedDict([('SE', 1)])",['Boden']
5736,22,"['Schutzgut Boden', 'Dachbegrünungen', '\n Kompensationsmaßnahme']","Beim Schutzgut Boden werden Dachbegrünungen als
 Kompensationsmaßnahme eingestuft.","OrderedDict([('SE', 1)])",['Boden']
5740,22,['Berlin'],: Berlin,"OrderedDict([('DE', 1)])",['Berlin']
5768,22,['Ditzingen'],"Am 25.03.2003 fand das erste Internationale FBB-Gründachsymposium in Ditzingen statt ­ richtungsweisend und mit Vorbildfunktion für andere Weltgründach-Kongresse als Kommunikations- und Wissensplattform zum aktuellen Stand von Forschung, Lehre und Praxis.","OrderedDict([('DE', 1)])",['Ditzingen']
5771,22,['Bonn'],Die enge Verbundenheit mit der Forschungsgesellschaft Landschaftsentwicklung Landschaftsbau e. V. (FLL) ist vielfach dokumentiert und im ersten Jahr war auch die FBB-Geschäftsstelle noch bei der FLL in Bonn untergebracht.,"OrderedDict([('DE', 1)])",['Bonn']
5772,22,"['Bonn', 'Richtlinien']","Auszug aus dem Protokoll der außerordentliche FBB-Mitgliederversammlung in Bonn am 23.04.1990: ,,... dass das Ziel dieser Arbeit immer die enge Verklammerung mit der FLL gewesen sei und dass darüber hinaus Zweck der Vereinigung weder die selbstständige Erarbeitung von Richtlinien noch die eigenständige Forschung und Entwicklung sei, sondern vielmehr deren Förderung.","OrderedDict([('DE', 1)])",['Bonn']
5779,22,['Bonn'],Außerordentliche Mitgliederversammlung in Bonn,"OrderedDict([('DE', 1)])",['Bonn']
5781,22,['Berlin'],Geschäftsstelle in Berlin · 04.12.1992: Vorsitzender:,"OrderedDict([('DE', 1)])",['Berlin']
5782,22,['Köln'],"· 1994: ,,Manifest Grün"" mit den Verbände FLL, AdL, BdB, BDLA, BGL, DGGL, GALK, QBB, ZVG, DGG · 18.02.1997: Geschäftsstelle in Köln · 1997:","OrderedDict([('DE', 1)])",['Köln']
5783,22,['Unna ·'],Geschäftsstelle in Unna · seit 2000:,"OrderedDict([('DE', 1)])",['Unna']
5784,22,['Ditzingen'],Vorsitzender: Fritz Hämmerle · 26.02.2002: Geschäftsstelle in Ditzingen · seit 26.02.2003: Präsident: Dr. Gunter Mann · 25.03.2003:,"OrderedDict([('DE', 1)])",['Ditzingen']
5785,22,['Ditzingen'],1. FBB-Gründachsymposium in Ditzingen · 2004,"OrderedDict([('DE', 1)])",['Ditzingen']
5787,22,['Remscheid'],1. FBB-Fassadenbegrünungssymposium in Remscheid · 2008:,"OrderedDict([('DE', 1)])",['Remscheid']
5788,22,['Ditzingen'],"Geburtstagsfeier 25 Jahre FBB im Rahmen des 13. Internationalen FBB-Gründachsymposiums in Ditzingen
 ","OrderedDict([('DE', 1)])",['Ditzingen']
5794,22,['Ditzingen'],". Internationales FBB-Gründachsymposium am 25.03.2003 in Ditzingen
 
 Abb. 9","OrderedDict([('DE', 1)])",['Ditzingen']
5797,22,['Ditzingen'],Die 150 Teilnehmer des 13. Internationalen FBB-Gründachsymposiums in Ditzingen haben im Rahmen der Veranstaltung das FBB-Gründach des Jahres 2015 gewählt.,"OrderedDict([('DE', 1)])",['Ditzingen']
